RegionID,RegionName,StateName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
274772,Northeast Dallas,Texas,1,270000,277200,280000,287100,287400,286600,298300,293900,292300,275300,279600,283100,298100,306100,308500,305000,303200,309100,312800,315300,318800,326100,337000,334000,332100,329800,334800,343500,343600,345500,342000,345300,346500,350000,344700,347100,349600,346700,346700,345600,353700,351200,351500,355000,358400,349500,363400,370900,378700,363100,357300,358200,358100,355900,356900,364300,366300,370600,372700,,,,
112345,Maryvale,Arizona,2,109700,110600,108800,114400,118900,120500,122200,121500,119900,120100,120000,123100,125800,133800,136100,136600,132600,132100,135800,137500,140300,141700,145900,146600,147300,147200,148500,150000,149200,150900,149900,152800,155500,159900,159700,160700,162800,165900,167200,169100,171300,173400,173800,173900,175700,176300,178100,179500,180400,181500,180600,183200,184600,188600,187500,187700,192300,194900,199400,196100,207200,213200,
192689,Paradise,Nevada,3,165100,166100,170300,174300,175400,168000,167300,170200,179100,180500,183300,181600,177200,177500,176600,182200,182500,183600,183600,184700,185500,186700,185100,186200,189600,193000,198000,197500,201700,204600,207600,207200,209600,214000,219500,223200,225600,227500,227200,230200,234700,240400,242500,253600,253500,254700,247600,249000,252900,252900,252400,247500,248600,253100,256400,256900,255600,252600,251000,250000,257800,261900,268400
270958,Upper West Side,New York,4,962700,962400,1017800,1065800,1083600,1092900,1130300,1202400,1234500,1282800,1335500,1346700,1309400,1267900,1280300,1220400,1203800,1154400,1178900,1111300,1055400,1040000,1194700,1212700,1216300,1179300,1193000,1196800,1170000,1187700,1201800,1151400,1142800,1105700,1154100,1199900,1232400,1152100,1095300,1128600,1150500,1165500,1131100,1212900,1213700,1159600,1060400,1064400,1143500,1213900,1244400,1243900,1259900,1254600,1214000,1125800,1091900,1076500,1075500,1055100,998800,1031100,1042400
118208,South Los Angeles,California,5,298000,298200,301200,312500,314200,311700,304700,305700,313000,319800,323600,323800,326000,336400,343600,347500,346900,354000,360000,368200,367800,369300,368800,372400,375900,378200,383700,385200,391000,399200,408900,418200,417700,419900,423700,438600,451600,458900,461000,454300,460900,465800,471300,470300,463800,468300,472300,474200,469200,464600,466000,473900,480400,498400,495600,497300,492600,499300,516600,524700,537000,528500,
270957,Upper East Side,New York,6,963700,959300,939300,938400,932200,957600,929600,926400,952200,982700,1078100,1083000,1072200,1035900,1103200,1138400,1103400,1076400,1080400,1111300,1042400,999800,944300,906600,959300,946300,950600,969500,984700,1104000,1045700,1031700,953500,1081800,1064400,1077300,1217300,1308600,1294900,1048600,1021000,1003700,1011000,997200,1032000,1058000,1087100,1057500,1016100,987500,1049300,1040100,1055200,1126900,1210100,1195500,1145500,1070100,1048600,960200,990200,999500,967500
192820,Sunrise Manor,Nevada,7,130800,126100,125300,131200,131200,132000,134000,134300,136100,132800,134300,134500,152500,152600,154000,139000,141200,143400,142100,141600,142500,144700,146900,145900,149600,154700,158600,160600,160200,162400,163900,165200,164200,166200,170600,176500,179200,178000,183000,184600,191900,201200,205200,205900,201100,207500,207800,207100,204100,205400,207800,210400,214000,216800,216300,215800,209400,210300,216700,220100,222200,221400,229600
192796,Spring Valley,Nevada,8,,,,,,,,,,,,,,,,,,,,,,,,,,212500,214000,215500,215500,220400,225000,233600,249200,253000,253900,243700,249900,249100,251900,250400,256500,259400,263700,263500,262900,264000,264500,270600,265600,270400,271000,274800,272800,270100,268500,269100,270900,275400,275000,273900,277500,289600,293200
268496,Southeast Los Angeles,California,9,250700,243500,252600,253300,258600,266900,271400,266100,266800,269500,279700,282300,285200,291700,293000,289900,288900,290700,302700,302500,306300,309900,314900,315500,313800,318300,325300,318900,324900,318100,329000,330700,342200,347600,352600,353200,354100,346400,348900,350400,352600,353900,356900,364200,366700,383200,388200,390800,379800,380300,385100,380700,388200,391600,402700,408400,410800,423100,419600,429700,415800,434400,416800
194430,East New York,New York,10,266600,266400,247800,254500,257500,253800,263500,272600,300600,299200,293400,311600,311400,330400,328000,340600,343600,335300,313800,313200,315600,344400,355400,362100,376400,359000,364800,368000,386400,398200,376900,386400,363800,347600,340500,363800,397400,391400,404700,391300,379700,354800,362700,369900,402400,402600,400900,368200,347700,375600,387300,423700,405500,412800,414800,423700,440400,419800,418600,431100,429200,442400,459200
112547,Paradise Valley,Arizona,11,204200,210200,215500,219200,214800,215500,205400,206700,204200,215000,213400,216200,223500,225700,224900,220200,224600,227600,228500,230800,236700,239700,249000,249600,250700,245300,245900,244200,242500,241900,245400,248600,248600,248300,261200,265000,271300,261900,262800,264300,268500,270100,273700,274500,269500,269800,268900,275200,274600,276400,280500,282300,284600,282900,283100,279600,279200,287900,299300,309300,315300,323600,
111818,Deer Valley,Arizona,12,150200,153100,154000,163400,169000,170500,172800,171100,173800,176400,179400,184200,184800,185700,184000,194500,198700,200800,193500,193900,197600,199700,202000,201500,203500,206400,208500,208300,206500,205900,209300,211000,213500,214900,219300,221600,219000,217000,219300,228400,230900,233500,230300,231200,227400,227300,226200,227300,229400,233600,238900,241700,244800,243800,244100,242700,246200,246700,246600,249400,252600,262100,
267955,North Mountain,Arizona,13,133900,136400,138600,140100,148200,150400,153500,150000,152400,151400,151900,152700,156500,160300,159900,157800,159600,163500,166200,166100,166600,160900,165400,168600,178200,176400,175700,174000,175200,174500,174600,174200,177300,177200,180500,178600,189800,194300,199500,197900,197400,198400,199600,199400,201000,202900,204700,206900,217100,214800,220900,211800,218700,214500,217900,217500,223200,220800,226400,225600,233900,229800,
272816,Astoria,New York,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508900,489100,518100,532700,554200,535500,520300,510100,555600,590300,609400,603300,557700,558200,633900,675100,707500,607600,639000,590900,575000,584500,613400,657700,634900,693600,714900,731800,657100,638300,598500,551300
273698,Far North,Texas,15,311500,311200,314600,305300,301000,303800,310700,314100,309500,309700,309000,312400,315500,320300,325600,329400,340300,340300,342100,333400,343600,343900,349100,340900,348100,349000,351600,358800,360900,367100,358300,365400,358900,356900,353800,361600,360100,374900,375500,374400,376600,371400,384600,364700,368700,381300,401300,429000,412600,377200,356200,350900,377900,373300,381200,375500,389400,393800,404700,399600,393500,382200,383900
32059,Hollywood,California,16,,,,,,,,,,,,,,,,,,,583900,601700,593500,603500,587500,584800,570100,596400,643300,634200,569100,519800,563700,600400,592800,567600,574600,655400,694700,662300,617000,627000,719300,758800,716200,665800,672700,754300,786700,760100,763100,776500,803800,837700,862800,870800,841700,838600,821800,813600,839100,907200,933800,950300,847000
267908,Camelback East,Arizona,17,191200,202400,207900,209600,227600,225000,223300,213000,225000,243000,246700,238000,224300,218900,223400,216600,215500,218600,217000,222500,218200,220600,248600,257900,258600,223200,208200,215900,216000,226900,225800,232600,227400,231700,235000,249500,272000,271200,273700,249200,247500,243000,256600,259900,260100,258900,308600,305400,299500,254700,254400,259200,261900,273300,275100,283200,288200,285200,295900,305500,319800,311600,
275473,Southeast Dallas,Texas,18,,,,,,,,,,,,,,,,,,,93800,95100,103900,108300,108000,105200,108500,111000,113900,113100,113400,112700,115000,117000,117500,116800,120200,125900,127600,126600,123000,128200,128100,128600,121700,124900,125900,137100,136900,137300,131900,132700,136000,135300,130300,131400,130900,139800,140900,148500,150200,157300,155400,153600,151500
272734,Alhambra,Arizona,19,128400,127500,125500,129500,130800,146500,145500,148700,136300,140200,141000,143100,144800,146200,152100,153400,158400,155900,153800,151400,155800,160000,160400,163400,164700,169600,168900,169800,168200,171000,177300,177200,176200,166000,167200,184400,198000,199400,181200,184300,187000,191400,210300,215700,215100,188900,184400,184400,184800,185500,193200,202200,210900,212300,210100,206600,207700,204900,208900,218200,221900,227700,
275237,Roosevelt,California,20,148500,148700,161700,151300,156900,160500,156900,149500,142000,157700,163100,179800,175900,174400,164200,155300,152700,143700,158400,169200,183000,177000,176800,167900,163100,160700,163800,171500,173200,173500,174900,178900,211900,217100,214900,194400,204900,235900,233700,232100,213400,226200,217700,209100,189900,186300,187000,189600,182300,182800,190100,195000,199400,199200,214000,200900,194900,183400,193800,199700,205000,230900,239100
273566,East Side,Texas,21,117600,116200,118000,119700,119300,116700,117900,119900,122100,118800,117000,117400,121200,123700,120600,118700,118900,117100,116200,117800,122100,124400,121700,122300,122200,126000,126800,128300,126600,127200,127000,127300,127400,130800,133500,133300,133000,130800,128600,128100,128900,132800,133800,135200,133400,132000,132300,133200,134800,135000,139700,140400,141300,137500,139100,142100,140700,140100,139100,143600,148200,148600,
35521,Enterprise,Nevada,22,212300,210400,212800,211600,213800,211000,213300,212300,216200,219700,237800,239700,241900,227300,221000,219900,220300,224900,223600,223700,223100,224100,227800,230800,236700,238500,242300,242200,242300,246000,250700,257200,258400,259500,261200,266200,271600,274500,274400,276500,283300,289500,290800,289100,291400,295000,295300,295400,297100,305700,307400,304600,299600,298100,298800,299000,302600,307300,310300,307900,308100,310200,316100
270828,East Harlem,New York,23,,,,,,,,,,,,630200,586500,580700,561000,691900,726900,714900,747600,721700,691600,661000,669600,713800,680000,681700,677100,667300,657400,671100,757900,789100,786400,714900,714400,715700,771000,754500,751200,659000,697400,706100,785000,805700,869100,848900,862200,683400,669400,681900,703100,699200,688500,741800,700200,620900,626500,704500,694000,717800,693700,717900,831500
274742,North Scottsdale,Arizona,24,,,,,,,,,,,,,,,,,,,,,,,,,,423900,507600,511400,495700,473900,501700,560100,524600,496200,463400,436300,522100,524700,521100,516800,528100,532800,465900,449600,418600,391900,411100,479800,505800,507000,507500,616100,564900,601900,506700,558900,481100,537800,,,,,
267971,South Mountain,Arizona,25,114900,117700,115900,126800,123000,130500,131900,134500,136500,134900,136300,136200,142200,144400,146100,141200,142500,144700,149900,153300,152200,156800,158200,162100,159100,161600,165000,167700,169400,168800,169400,181800,185400,190800,182600,183800,184100,190000,191500,194600,189100,186000,186600,190100,199300,203800,203800,204500,204500,205000,203400,204100,205100,203300,201800,208800,213100,221500,219800,229400,227200,231200,
273565,East San Jose,California,26,498800,495400,504000,510700,530400,534700,542600,529900,528900,527300,543200,550000,554200,556400,549300,552800,549200,561800,557200,577800,587700,609400,599100,600700,596800,609400,617300,616000,614500,611300,623300,633000,645000,651800,677400,679200,699600,717800,750100,764800,769500,780900,787100,774900,765500,758200,750100,746200,741100,747600,749300,744300,744300,742100,744600,743000,734300,741900,758100,765600,770800,768700,
275456,South Side,Texas,27,176000,177600,177200,179500,182100,184100,183100,179700,179000,181500,182300,183600,183300,180900,182500,180600,181700,181100,181000,185100,183600,187700,185900,186900,184000,183600,186600,187900,191200,186100,188800,182800,187000,184500,189200,189600,193300,194400,194400,196100,194700,196100,197300,198700,198100,193300,195000,195600,199100,199000,199400,200200,199200,199800,199300,209100,210100,214100,204700,215500,210100,212500,206300
273555,East Memphis-Colonial-Yorkshire,Tennessee,28,117300,127600,128100,136300,129200,127800,123100,121500,120100,120800,125700,124800,122900,125100,129500,135500,133200,130400,124300,133000,135900,136900,131400,131200,134100,128700,128600,126200,131100,133400,133200,134400,134700,135400,136500,140500,151600,148000,142500,135700,137800,141900,141000,146300,142400,142200,140900,147700,145300,150800,157100,156300,146900,138900,142400,149700,155900,160500,154400,151300,149900,160000,168900
273088,Bullard,California,29,225400,235700,238000,225000,226200,225400,229500,229500,229800,221200,221500,218300,223200,221500,230300,235400,237200,240900,243400,249300,245800,247500,244600,248000,262100,260600,259900,246500,252300,253500,260700,259900,267000,268100,274600,271600,272700,274100,272400,271400,270100,271900,268700,278800,278400,276900,271800,275000,283000,274700,281100,279500,288500,280300,283200,279200,288500,286200,292900,295200,302000,309100,308100
275501,Southwest Dallas,Texas,30,129700,135800,145300,143000,139600,136700,149000,160100,157300,148400,143200,142800,148500,147100,152900,148100,153900,158900,162200,166600,159800,162800,163300,172900,173400,175900,175900,180500,174300,171900,174500,178000,187000,184900,191300,190600,191900,195900,190400,193500,189200,198100,200100,198300,195700,195500,206200,206700,203900,201600,208700,213800,210700,202600,209100,210400,211600,206200,211500,216000,224700,216000,215800
276652,West San Jose,California,31,958300,990800,990300,1019900,1005200,1030700,1049300,1053700,1065900,1077100,1084700,1055300,1037400,967600,1030300,997900,1100000,1023500,1051100,1021700,1062900,1095400,1100800,1138400,1191600,1150800,1130100,1106800,1174300,1202100,1234300,1289800,1338700,1352000,1391800,1463200,1495500,1505200,1575900,1569000,1536400,1415700,1391100,1417100,1403500,1408000,1391000,1369200,1338000,1319000,1361600,1396400,1387500,1369200,1346800,1339200,1300700,1258300,1276500,1289700,1385000,1362200,
273527,East,Texas,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128100,134200,139400,142100,140000,138500,138700,143300,146300,148400,148800,146900,146400,149400,153900,156400,159100,156600,156700,152300,152900,155400,157000,160500,162400,163800,166500,169600,171300,170000,165100,171200,174000,179000,
276215,Blossom Valley,California,33,,,,,,679400,685800,692800,702700,696100,701600,685000,692000,688600,703900,699500,712300,710300,721200,723100,743700,751800,759500,766500,782300,773700,774800,776900,776800,782900,786300,822700,835200,864400,883100,916800,936600,952600,964500,997600,1011200,1008200,964700,957200,938500,932600,919100,910100,899700,903900,914700,920400,887400,883800,885900,911000,905000,897500,872000,875900,909500,951000,
276476,North Long Beach,California,34,333200,335400,340400,345800,345700,344300,343200,348300,353900,347400,350500,352900,366200,374400,372700,375500,372300,380100,381500,381800,384700,385300,386200,386300,389100,388700,381500,383500,398600,413700,416800,414700,412600,414400,425400,437000,450000,445600,448400,440500,443900,441400,449000,469500,471900,472900,453500,447500,447700,455500,472000,476600,475000,466200,467800,467100,468700,468400,473000,477000,472300,480000,496900
269592,Logan Square,Illinois,35,273100,273900,291800,283600,285200,284600,285400,270200,270400,278600,296700,295700,293200,273600,286600,295900,327300,319900,319300,307900,317100,324900,333400,336200,329500,312200,299000,303800,322700,335800,337300,332800,334400,334900,341500,351800,359400,362600,350000,345900,338800,347000,342300,360100,375200,372700,374700,366600,378900,388200,366600,351800,338300,354300,378200,388500,388500,392200,381000,375500,381800,428300,438000
275467,Southeast,Texas,36,138900,141400,143400,150100,150500,147900,150600,153300,159000,159800,160600,159000,161500,159900,161800,162300,166800,168800,170300,168400,168500,172400,175600,176700,177400,180600,182300,181300,180000,181900,184600,186000,188200,189300,193700,195400,198700,197500,198400,198200,201700,203200,204600,203900,203700,202700,204400,208400,210200,215200,213200,217400,213000,214800,214700,218900,222700,224100,227000,227600,227300,225100,
276659,White Haven-Coro Lake,Tennessee,37,46600,47200,44700,45300,45200,45200,44100,42400,42800,44300,45300,47300,47100,46100,42200,43400,45300,48300,47600,49800,48800,48400,52400,51800,51300,47700,54700,55000,57200,52100,51700,61000,67100,68400,60900,56700,59700,61800,61300,61900,57000,56900,57500,62100,61100,59000,56900,59400,60400,64400,68500,71300,72900,68300,67100,62400,66100,65900,69800,67100,67500,66900,
273480,Downtown,California,38,547600,548700,555300,572100,588600,598000,627000,628900,658800,657100,658300,651800,651700,669000,668400,675500,668100,653300,641500,638900,642400,650400,665300,671200,671200,670800,685000,687700,687700,690500,709100,720000,750800,750800,784600,826100,859500,875700,871700,920800,922900,918700,882500,886100,872800,907800,893700,904800,878800,895800,882900,883400,889800,877000,853700,814600,811000,802800,820400,846300,886500,903200,888000
271511,Northwest,Texas,39,181200,183100,196500,193100,187700,183500,190900,189100,186700,186600,192900,202600,200500,204300,199000,194100,195100,198100,201900,190300,182100,192300,196900,204400,192200,191900,190500,200200,197500,194500,186800,200100,200100,205000,198800,198800,204900,204200,212600,215300,213900,214900,210800,217500,221800,216800,213900,210200,211700,213800,207700,210400,212900,219300,220500,215000,214000,224200,227400,236000,238500,245500,242800
275090,Preston Hollow,Texas,40,313700,317100,316600,329500,323200,327600,306300,321900,316800,319100,336900,382100,381000,355400,322600,354300,359200,362600,341400,348400,362800,366000,373700,365700,379400,386700,395800,412700,419500,423500,415500,409900,413300,412300,425000,419800,414300,415200,428900,436300,428300,428400,427000,427600,435900,410700,416600,418300,427000,416700,377400,397200,425000,447300,446600,416200,427600,405900,404900,415500,475900,488700,487300
273652,Estrella,Arizona,41,131300,134400,135400,141000,141700,144500,146700,148400,148500,148600,150800,152800,153900,154200,158600,158500,160300,156400,160300,162000,165200,167000,170800,173900,174800,173600,175500,177100,179700,179300,179000,181000,183400,187500,186100,188700,189200,190700,191200,192700,195800,196700,198300,198700,203200,204300,208900,208400,212800,213400,214100,212600,212600,214900,212800,213500,209700,213900,221200,230600,233700,236900,240200
41131,Sun Valley,California,42,405200,406400,415200,411800,408900,412400,411100,421100,422700,427100,426300,420800,422600,428700,445600,445500,445400,449200,456800,465100,463000,465600,464900,477100,489300,478500,474700,482800,503700,505400,501000,502900,513600,518200,523000,525300,521100,521800,529400,542800,548100,543500,552400,544900,551300,546900,552700,552400,545300,556800,555800,564700,564800,568700,563500,557500,564200,571800,581300,574400,587000,606400,
33183,Northridge,California,43,553200,559500,559000,556900,556200,556300,567900,549800,552300,570000,575500,598600,595500,603500,603600,609400,621800,631300,645200,654700,656000,632900,610000,577100,588300,585900,583500,567700,585500,625800,632400,623700,599800,609300,638300,667200,674000,680000,684400,706900,682900,660900,652700,676900,704400,696500,682600,664600,707700,727500,736500,697100,697600,710300,709200,696500,714200,727700,757700,731800,739600,739500,761000
18131,Flushing,New York,44,366400,350300,296600,328100,341800,333900,260300,273600,339900,348000,351100,351500,417800,427600,426800,401300,391500,372700,401600,372900,400200,429100,465300,454200,416800,408000,422600,461800,515200,555800,555600,544100,522500,510400,548000,504100,523000,510000,590700,558600,514000,475300,462800,466000,439300,443100,425500,401800,454100,444800,441700,375900,432800,435800,448400,462700,477300,530800,458500,495600,451700,469700,405700
267900,Ahwatukee Foothills,Arizona,45,217800,224300,227800,233900,235300,238200,233400,232800,228500,231800,237000,241500,244200,239100,236100,235500,238800,244600,242000,245100,245300,251000,255600,253500,252500,251700,253300,252300,251000,254300,260400,264700,266900,269600,271000,268800,275100,277600,288800,291100,292300,289200,287200,279200,278700,280000,291400,289300,287500,285500,289300,291900,287900,294500,294900,301700,312400,314700,329200,326400,328100,327400,
34213,Sylmar,California,46,371500,363500,379900,373700,384800,381300,391600,390400,401500,405300,407600,397000,390600,391400,397700,407600,412300,409200,411900,425000,439600,436000,431000,439000,455300,440700,423100,422900,436700,452000,444000,449100,452800,472400,480900,487200,489700,498000,508600,501400,485300,476900,485700,507100,501100,498700,494900,495400,491100,494400,496800,499700,491400,495600,516900,527000,522400,513000,504600,509600,503600,524600,558600
275950,West,Texas,47,152100,149000,148600,147600,157400,167600,169000,164500,156100,154000,155100,160400,175800,181700,181100,171800,170400,170800,171500,172200,176800,179400,182500,182900,185000,193800,195100,195500,189900,192000,192300,190100,189900,191500,193800,198000,203400,205600,207700,208700,206500,207100,206100,210500,212000,213000,216100,212000,209500,212200,217800,221300,220200,219000,219900,220100,220400,227600,239500,241400,242500,235900,238100
274756,North Valley,California,48,551600,531500,578700,572300,632700,625100,645500,609000,615100,583600,621600,630700,652600,675300,689900,716200,682600,654300,662200,698200,691300,661500,649000,695900,705300,690500,652300,673000,687100,735200,757900,790000,766300,803000,830100,848100,872200,924800,958200,931100,875600,890800,875100,896400,909900,946400,948800,1005600,1006100,993700,911400,905500,873100,864900,860100,856200,838600,821000,821500,901700,978900,1049300,
115003,Evergreen,California,49,773700,747100,739700,776000,754400,802400,794200,833600,797200,804900,824200,839200,854000,873600,893900,865500,860600,840900,906100,893900,890100,876400,924500,905100,876000,828600,851900,827400,839300,856900,888100,880600,910900,916400,940300,929900,974400,1022300,1042400,1060700,1053200,1070200,1035600,1044200,1006900,1024900,994900,1009700,993500,1004400,1020300,1011100,971400,949200,1008600,1049000,1032300,964700,961500,1019500,1014700,966300,
48570,Woodland Hills,California,50,614000,614500,636100,630100,608400,599500,607700,626800,641200,641600,632200,625600,646600,660200,662000,664500,672200,679600,663800,653000,644700,646800,646400,644000,634600,631900,610300,627000,648200,681400,651900,647000,633700,669800,675600,724800,760900,783200,783200,742300,731500,726300,761800,782600,758800,739800,736700,755800,744200,746200,726800,739600,726400,763600,765000,789600,780300,803200,809600,826000,,,
403553,Eldridge - West Oaks,Texas,51,236200,227500,233700,222400,235500,225100,214800,212300,217800,216600,220000,217900,242500,243400,238500,230400,228500,216000,213000,206500,236300,232600,233600,219900,219800,263300,264900,278800,240700,251000,246400,245800,231900,230100,227000,243300,246900,236800,239000,241800,266500,250400,257300,238500,239200,240300,253700,260200,232100,228400,223100,233500,243100,238700,237900,224900,232900,239400,236000,229500,228400,244200,
27080,Sherman Oaks,California,52,,,,,,,,,,,,,,,,,741700,735300,726200,722800,710900,681300,664600,645700,643700,651200,704300,726800,726700,701200,715300,737800,767000,764300,805000,768800,799400,836900,870800,881200,829700,777200,769000,777900,843000,849300,847200,901200,1024500,1027600,1047500,944200,963500,889800,881500,935900,934200,947000,975100,1056700,1103200,1063600,1013600
40215,Pacoima,California,53,311000,315900,333000,334000,333300,333400,334600,333400,335300,332800,338900,343200,345000,339900,335700,353200,372100,383800,380200,369400,367600,372300,385100,387300,387700,393700,402800,392100,389900,387600,403000,412100,407900,418400,418900,429100,432500,436300,442500,434400,425800,417600,420000,436300,454000,459700,463900,456800,451900,445100,444900,455000,448800,452900,448600,450700,447400,445700,464000,454100,470500,473400,507800
270318,North Raleigh,North Carolina,54,215400,218500,224100,218000,219600,231300,240900,243900,233400,234400,235000,238500,230600,225200,223700,229500,238600,242400,243000,235900,241000,236600,245000,240900,246300,245300,244700,255400,263100,266900,255300,251200,251700,254200,253900,257100,268500,284100,287600,282300,269800,271100,273600,278100,277600,279200,284200,281800,281200,280700,282200,280700,274200,273800,281400,284500,288200,287400,281100,280300,277500,291200,296200
343228,Southwest,California,55,343400,334200,332700,341700,349000,364600,360500,356500,346800,351600,361400,370000,377600,387600,381800,384800,387200,396000,395400,385600,382100,388500,394000,398300,409200,409100,389600,381600,378200,396000,398300,412300,418100,425700,420100,420800,435500,453600,454900,445000,422800,431900,437700,454200,457400,449700,446300,452100,445700,452300,425800,428800,428000,448700,468200,470200,469300,455200,464600,472000,481600,460400,
37739,Canyon Country,California,56,396800,393100,392500,388400,398200,401000,405800,407700,416400,421200,429800,430200,420200,423000,421200,440000,439300,438500,439900,443000,451700,445300,431000,424200,425500,434200,436600,435200,443200,451200,457100,471700,473600,481900,486800,488600,499000,495000,508500,500400,496000,491500,488200,486700,477200,493100,494600,518000,500400,501600,473700,481900,486100,501300,521700,539900,557300,550700,543500,541100,522800,522400,522300
116625,Mira Mesa,California,57,446800,450900,408600,422400,426100,466600,460600,467600,470300,462800,459300,455200,468400,479000,491000,487800,486800,490900,496600,481700,476300,485100,512000,520600,517800,509300,499600,499100,501500,516900,513800,512500,510900,513900,527800,542900,539300,546300,547400,567400,569000,566400,570600,574600,590200,568400,567300,549300,575300,572500,573600,573700,570900,589300,585400,588800,577100,574900,579600,561900,573800,610600,
118872,West Anaheim,California,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525600,530800,541400,538300,546400,556000,563300,559200,556300,559600,569800,565400,564600,558100,560900,564600,578900,589700,582900,576600,562700,556700,550500,556500,569100,588200,595600,598300,582400,594500,
273348,Cordova-Appling,Tennessee,59,120200,117300,117400,120200,127500,128900,125900,121000,122300,129200,130700,133600,131100,133600,135700,134500,132800,132000,135200,136100,128900,125300,125600,131900,132900,131100,130800,132900,136700,138200,138000,139300,142600,145700,149900,147700,151100,147900,148200,144600,145700,145500,148400,150900,156500,155600,151500,145600,152700,158400,165400,162100,162200,163400,166300,162700,160000,157300,160900,166000,173400,181500,185900
343868,Northwest Raleigh,North Carolina,60,224800,215500,218100,219900,223600,223400,230400,229800,230300,232200,227900,228600,225000,227900,224300,228900,230000,239800,240800,246100,244600,244800,245100,245600,251700,252400,254200,251800,255000,252600,253500,253000,254100,248100,254300,256600,265400,261700,266800,263200,266300,268400,270000,267800,271600,277300,278900,265900,265700,268600,279600,279000,276600,275200,276700,282300,289300,289700,298400,288100,295000,289400,302000
48200,Valencia,California,61,433400,442000,474000,475800,473800,455200,455600,448200,443100,447500,455600,459500,465100,462300,487900,488800,494200,476900,482400,484900,488700,488300,492900,497200,497200,491800,496400,496700,510600,510800,521700,525200,525400,528900,503700,518300,535700,565800,560300,543700,538800,543400,539900,550600,555300,556600,547100,549500,578400,578800,578800,557500,562100,555300,564000,570200,582600,570900,573600,565000,584200,592900,620800
40548,Reseda,California,62,,,,,,,,,,,,420000,410300,412200,422800,441000,443000,434200,437500,435200,438500,432100,441200,438000,452800,426100,436800,432700,463800,473300,471400,474000,470200,484500,485900,503500,506700,499900,494700,489400,507800,501800,510600,507300,520100,522500,530000,537600,535200,506400,504100,510400,538400,536800,537900,539900,545400,538700,,,,,
232166,Clear Lake,Texas,63,176100,163100,169000,169700,179600,178200,179000,182700,189400,191700,192700,190700,193300,194300,195100,200400,201400,203700,201100,205400,206800,206400,201800,199300,199800,207400,212400,210400,208700,213100,217000,212600,213200,217700,224700,224200,224200,224200,223000,226800,234300,232500,229000,222400,221200,218700,216700,222000,226700,230100,224400,225700,226900,232400,228900,228100,228900,236800,237100,243800,240600,248700,246200
271326,Central Southwest,Texas,64,108500,107800,113600,107800,112600,116000,118800,121600,120700,122600,134100,132400,138100,125800,118400,109200,113900,120700,132000,134700,138200,130000,127700,132900,135600,139000,136400,136600,135900,138700,141500,143000,145400,146900,146500,143200,141400,143700,146000,139200,133500,134500,141600,149800,153300,154300,158800,162200,162800,160300,152000,145700,141200,140000,149400,150300,152500,155800,162600,170100,176500,179600,172600
271503,Northeast,Texas,65,92700,95000,95200,96300,95400,93500,93000,92300,92000,90900,87700,88600,88700,91700,92800,92600,90800,91100,88500,92100,92500,96300,96100,95000,95400,94400,97600,100400,101500,100100,99000,100300,101400,100100,101300,103600,105000,106600,104000,104000,103600,109000,110300,107400,108900,108600,116300,114900,114300,114800,115100,120100,118500,120400,119100,117500,117600,117200,123500,125300,127500,126400,
403169,West Rogers Park,Illinois,66,,,,,,,,,,,,,,,126400,131100,147700,140400,132700,124800,131000,130600,131300,122100,127500,126700,141900,144100,151300,142000,144300,142000,144400,140400,140600,152900,163700,171400,159600,157100,150200,157000,162200,167200,168000,167400,173700,174400,181100,169600,170300,193500,206200,223800,204200,199200,186400,176700,165600,153900,165100,192900,191400
275424,South Dorchester,Massachusetts,67,325100,306200,314600,300600,316900,310200,333800,337500,358500,361700,351700,330400,320800,328800,345400,349500,348700,352300,359100,358900,364900,349000,369400,372300,407500,418500,413100,405900,400300,421000,415900,407100,394500,405200,399300,403500,377800,394500,417700,465600,464400,462100,450500,469100,450500,458700,464500,490100,484100,460500,453700,450500,458000,448700,454800,463300,460800,483700,462400,477000,439300,469000,473200
273973,Hickory Ridge-South Riverdale,Tennessee,68,,,,,,,,,,,,68300,72000,72400,80100,77600,83000,85400,86900,80900,78500,81300,84900,84700,84100,84800,88000,91500,91800,89700,88700,92800,96800,98100,96900,100500,101400,100300,94300,92100,92100,93500,91200,96700,99400,103400,95100,95900,97400,105200,106100,107200,103900,106200,108600,112000,108300,102500,104100,109500,114600,120500,120500
